Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Togo,0.56 ,0.51 , 0.62,,0.63 ,0.58 , 0.70,,0.71 ,0.66 , 0.78,,0.79 ,0.73 , 0.87,,0.88 ,0.82 , 0.97,,0.97 ,0.91 , 1.07,,1.07 ,1.00 , 1.17,,1.17 ,1.09 , 1.28,,1.27 ,1.18 , 1.39,,1.36 ,1.27 , 1.49,,1.44 ,1.35 , 1.58,,1.51 ,1.41 , 1.65,,1.56 ,1.46 , 1.71,,1.58 ,1.48 , 1.73,,1.56 ,1.46 , 1.70,,1.50 ,1.40 , 1.64,,1.36 ,1.27 , 1.50,,1.33 ,1.24 , 1.46,,1.30 ,1.22 , 1.43,,1.20 ,1.12 , 1.32,,1.04 ,0.96 , 1.17,,0.84 ,0.75 , 0.95,,0.75 ,0.67 , 0.86,,0.68 ,0.60 , 0.79,,0.65 ,0.57 , 0.74,,0.64 ,0.57 , 0.74,,0.61 ,0.54 , 0.69,,0.56 ,0.50 , 0.64,,0.50 ,0.45 , 0.57,,0.42 ,0.37 , 0.48,,0.37 ,0.32 , 0.42,
Trinidad and Tobago,0.04 ,0.02 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.11,"Children estimates were not available at the time of publication.",0.09 ,0.05 , 0.13,"Children estimates were not available at the time of publication.",0.11 ,0.07 , 0.16,"Children estimates were not available at the time of publication.",0.13 ,0.09 , 0.19,"Children estimates were not available at the time of publication.",0.16 ,0.11 , 0.22,"Children estimates were not available at the time of publication.",0.19 ,0.13 , 0.25,"Children estimates were not available at the time of publication.",0.22 ,0.17 , 0.29,"Children estimates were not available at the time of publication.",0.26 ,0.20 , 0.34,"Children estimates were not available at the time of publication.",0.30 ,0.24 , 0.38,"Children estimates were not available at the time of publication.",0.33 ,0.27 , 0.41,"Children estimates were not available at the time of publication.",0.35 ,0.30 , 0.43,"Children estimates were not available at the time of publication.",0.34 ,0.29 , 0.42,"Children estimates were not available at the time of publication.",0.31 ,0.26 , 0.39,"Children estimates were not available at the time of publication.",0.29 ,0.24 , 0.36,"Children estimates were not available at the time of publication.",0.28 ,0.23 , 0.35,"Children estimates were not available at the time of publication.",0.27 ,0.23 , 0.35,"Children estimates were not available at the time of publication.",0.27 ,0.23 , 0.34,"Children estimates were not available at the time of publication.",0.27 ,0.23 , 0.34,"Children estimates were not available at the time of publication.",0.23 ,0.19 , 0.29,"Children estimates were not available at the time of publication.",0.20 ,0.16 , 0.25,"Children estimates were not available at the time of publication.",0.19 ,0.15 , 0.25,"Children estimates were not available at the time of publication.",0.18 ,0.14 , 0.24,"Children estimates were not available at the time of publication.",0.17 ,0.13 , 0.22,"Children estimates were not available at the time of publication.",0.17 ,0.13 , 0.22,"Children estimates were not available at the time of publication.",0.17 ,0.13 , 0.22,"Children estimates were not available at the time of publication.",0.19 ,0.14 , 0.25,"Children estimates were not available at the time of publication.",0.19 ,0.15 , 0.24,"Children estimates were not available at the time of publication.",0.18 ,0.14 , 0.22,"Children estimates were not available at the time of publication.",0.14 ,0.11 , 0.17,"Children estimates were not available at the time of publication."
Tunisia,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,
Turkey,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,3.04 ,2.45 , 3.68,,3.35 ,2.78 , 4.07,,3.62 ,3.07 , 4.31,,3.84 ,3.31 , 4.49,,4.00 ,3.52 , 4.64,,4.11 ,3.67 , 4.78,,4.17 ,3.75 , 4.81,,4.18 ,3.76 , 4.75,,4.16 ,3.75 , 4.70,,4.10 ,3.73 , 4.61,,4.03 ,3.70 , 4.49,,3.94 ,3.60 , 4.37,,3.77 ,3.45 , 4.16,,3.58 ,3.29 , 3.93,,3.37 ,3.10 , 3.71,,2.93 ,2.67 , 3.28,,2.56 ,2.32 , 2.90,,2.53 ,2.30 , 2.87,,2.36 ,2.15 , 2.69,,2.06 ,1.85 , 2.36,,1.86 ,1.65 , 2.17,,1.66 ,1.45 , 1.97,,1.50 ,1.30 , 1.80,,1.27 ,1.07 , 1.55,,1.07 ,0.90 , 1.32,,0.91 ,0.76 , 1.15,,0.79 ,0.65 , 1.02,,0.72 ,0.59 , 0.93,,0.62 ,0.53 , 0.80,,0.53 ,0.44 , 0.70,,0.53 ,0.46 , 0.64,
Ukraine,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.02 ,0.01 , 0.03,,0.03 ,0.02 , 0.05,,0.05 ,0.03 , 0.07,,0.07 ,0.05 , 0.10,,0.09 ,0.07 , 0.13,,0.12 ,0.09 , 0.17,,0.16 ,0.12 , 0.20,,0.19 ,0.15 , 0.24,,0.22 ,0.18 , 0.28,,0.25 ,0.20 , 0.31,,0.27 ,0.21 , 0.33,,0.29 ,0.23 , 0.36,,0.29 ,0.23 , 0.37,,0.30 ,0.24 , 0.38,,0.28 ,0.22 , 0.36,,0.27 ,0.21 , 0.36,,0.27 ,0.20 , 0.35,,0.21 ,0.15 , 0.29,,0.17 ,0.11 , 0.25,,0.16 ,0.11 , 0.24,,0.19 ,0.12 , 0.27,,0.12 ,0.08 , 0.18,,0.09 ,0.06 , 0.15,,0.08 ,0.05 , 0.12,,0.07 ,0.05 , 0.10,
United Arab Emirates,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,
United Kingdom,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,0.79 ,0.68 , 0.94,,0.98 ,0.86 , 1.17,,1.19 ,1.05 , 1.40,,1.41 ,1.24 , 1.65,,1.62 ,1.44 , 1.88,,1.84 ,1.63 , 2.12,,2.03 ,1.82 , 2.35,,2.22 ,1.99 , 2.55,,2.38 ,2.15 , 2.73,,2.52 ,2.28 , 2.87,,2.64 ,2.40 , 2.98,,2.73 ,2.50 , 3.06,,2.79 ,2.57 , 3.11,,2.82 ,2.60 , 3.14,,2.83 ,2.62 , 3.13,,2.79 ,2.58 , 3.08,,2.62 ,2.43 , 2.91,,2.22 ,2.04 , 2.51,,1.78 ,1.59 , 2.07,,1.65 ,1.47 , 1.92,,1.49 ,1.31 , 1.76,,1.37 ,1.19 , 1.64,,1.31 ,1.14 , 1.58,,1.06 ,0.90 , 1.29,,0.90 ,0.75 , 1.14,,0.83 ,0.70 , 1.04,,0.76 ,0.63 , 0.96,,0.71 ,0.60 , 0.91,,0.67 ,0.56 , 0.85,,0.62 ,0.53 , 0.77,,0.56 ,0.49 , 0.69,
United States,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Uruguay,<0.01 ,<0.01 , 0.06,,0.01 ,<0.01 , 0.07,,0.01 ,<0.01 , 0.07,,0.02 ,<0.01 , 0.07,,0.02 ,0.01 , 0.07,,0.03 ,0.01 , 0.07,,0.03 ,0.01 , 0.06,,0.03 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.05,,0.04 ,<0.01 , 0.06,,0.04 ,0.01 , 0.06,,0.04 ,0.01 , 0.07,,0.05 ,0.01 , 0.07,,0.05 ,0.02 , 0.08,,0.05 ,0.02 , 0.08,,0.06 ,0.02 , 0.09,,0.06 ,0.03 , 0.08,,0.06 ,0.03 , 0.09,,0.06 ,0.04 , 0.10,,0.07 ,0.04 , 0.10,,0.06 ,0.04 , 0.08,,0.06 ,0.04 , 0.09,,0.06 ,0.04 , 0.09,,0.05 ,0.03 , 0.06,,0.04 ,0.03 , 0.06,,0.04 ,0.03 , 0.06,,0.04 ,0.03 , 0.07,,0.04 ,0.03 , 0.06,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.05,
Uzbekistan,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.03 , 0.03,,0.03 ,0.03 , 0.04,,0.04 ,0.03 , 0.04,,0.05 ,0.04 , 0.05,,0.05 ,0.04 , 0.05,,0.03 ,0.03 , 0.04,,0.03 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.01 , 0.02,,0.02 ,0.01 , 0.02,
Venezuela (Bolivarian Republic of),0.04 ,0.04 , 0.05,,0.04 ,0.04 , 0.05,,0.05 ,0.04 , 0.05,,0.05 ,0.04 , 0.05,,0.05 ,0.04 , 0.05,,0.05 ,0.04 , 0.06,,0.05 ,0.04 , 0.06,,0.05 ,0.05 , 0.06,,0.06 ,0.05 , 0.07,,0.07 ,0.06 , 0.07,,0.08 ,0.07 , 0.08,,0.07 ,0.07 , 0.08,,0.07 ,0.06 , 0.08,,0.07 ,0.06 , 0.08,,0.08 ,0.07 , 0.09,,0.08 ,0.07 , 0.10,,0.09 ,0.08 , 0.10,,0.08 ,0.07 , 0.09,,0.07 ,0.07 , 0.09,,0.08 ,0.07 , 0.09,,0.08 ,0.07 , 0.09,,0.08 ,0.07 , 0.09,,0.08 ,0.07 , 0.10,,0.09 ,0.08 , 0.12,,0.11 ,0.09 , 0.13,,0.11 ,0.09 , 0.14,,0.08 ,0.07 , 0.09,,0.09 ,0.08 , 0.10,,0.13 ,0.11 , 0.16,,0.19 ,0.16 , 0.23,,0.15 ,0.13 , 0.16,
Viet Nam,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,0.01 , 0.02,,0.02 ,0.02 , 0.02,,0.03 ,0.02 , 0.03,,0.04 ,0.03 , 0.05,,0.05 ,0.04 , 0.06,,0.06 ,0.05 , 0.07,,0.08 ,0.06 , 0.09,,0.09 ,0.08 , 0.10,,0.10 ,0.09 , 0.12,,0.11 ,0.10 , 0.13,,0.11 ,0.10 , 0.13,,0.11 ,0.09 , 0.12,,0.09 ,0.08 , 0.11,,0.08 ,0.06 , 0.09,,0.07 ,0.05 , 0.09,,0.07 ,0.05 , 0.08,,0.06 ,0.05 , 0.08,,0.06 ,0.04 , 0.08,,0.06 ,0.04 , 0.07,,0.05 ,0.04 , 0.07,,0.05 ,0.03 , 0.06,,0.04 ,0.03 , 0.06,,0.04 ,0.03 , 0.05,,0.04 ,0.03 , 0.05,,0.04 ,0.03 , 0.05,
Yemen,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.01,,0.01 ,0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,
